(0.0, 0.0)
(0.0, 0.0)
(0.0, 0.0)
(1.0, 0.1)
(0.0, 0.0)
(0.0, 0.06)
(1.0, 0.11)
(1.0, 0.1)
(0.0, 0.15)
(1.0, 0.07)
(1.0, 0.07)
(0.0, 0.16)
(1.0, 0.11)
(1.0, 0.06)
(0.0, 0.0)
(0.0, 0.0)
(0.0, 0.0)
(1.0, 0.1)
(1.0, 0.11)
(1.0, 0.14)
(0.0, 0.0)
(0.0, 0.09)
(0.0, 0.0)
(0.0, 0.14)
(1.0, 0.07)
(0.0, 0.0)
(1.0, 0.21)
(1.0, 0.34)
(0.0, 0.0)
(0.0, 0.0)
(0.0, 0.0)
(1.0, 0.09)
(0.0, 0.0)
(1.0, 0.11)
(0.0, 0.1)
(0.0, 0.09)
(1.0, 0.21)
(1.0, 0.06)
(1.0, 0.1)
(1.0, 0.09)
(1.0, 0.08)
(0.0, 0.16)
(1.0, 0.11)
(1.0, 0.15)
(0.0, 0.0)
(1.0, 0.15)
(1.0, 0.17)
(0.0, 0.0)
(1.0, 0.04)
(1.0, 0.08)
(1.0, 0.08)
(1.0, 0.1)
(1.0, 0.09)
(1.0, 0.11)
(0.0, 0.0)
(1.0, 0.12)
(0.0, 0.0)
(0.0, 0.0)
(1.0, 0.18)
(0.0, 0.0)
(1.0, 0.11)
(0.0, 0.0)
(0.0, 0.06)
(1.0, 0.1)
(0.0, 0.0)
(0.0, 0.0)
(1.0, 0.08)
(0.0, 0.16)
(1.0, 0.22)
(0.0, 0.08)
(0.0, 0.1)
(0.0, 0.06)
(1.0, 0.07)
(1.0, 0.06)
(1.0, 0.12)
(1.0, 0.1)
(0.0, 0.0)
(0.0, 0.0)
(1.0, 0.01)
(0.0, 0.0)
(1.0, 0.1)
(1.0, 0.12)
(0.0, 0.15)
(1.0, 0.08)
(0.0, 0.0)
(1.0, 0.15)
(0.0, 0.0)
(1.0, 0.1)
(0.0, 0.0)
(0.0, 0.0)
(1.0, 0.06)
(1.0, 0.09)
(1.0, 0.05)
(1.0, 0.05)
(0.0, 0.0)
(1.0, 0.09)
(1.0, 0.08)
(1.0, 0.16)
(0.0, 0.0)
(0.0, 0.0)
(0.0, 0.0)
(1.0, 0.1)
(1.0, 0.09)
(1.0, 0.12)
(0.0, 0.0)
(0.0, 0.0)
(1.0, 0.09)
(1.0, 0.09)
(1.0, 0.1)
(0.0, 0.0)
(1.0, 0.1)
(0.0, 0.0)
(1.0, 0.07)
(1.0, 0.05)
(0.0, 0.0)
(1.0, 0.06)
(0.0, 0.07)
(0.0, 0.08)
(0.0, 0.06)
(1.0, 0.13)
(1.0, 0.23)
(1.0, 0.11)
(1.0, 0.17)
(1.0, 0.15)
(0.0, 0.16)
(0.0, 0.12)
(0.0, 0.0)
(0.0, 0.0)
(0.0, 0.0)
(1.0, 0.12)
(1.0, 0.08)
(1.0, 0.09)
(1.0, 0.1)
(1.0, 0.07)
(1.0, 0.09)
(1.0, 0.06)
(1.0, 0.09)
(1.0, 0.09)
(1.0, 0.07)
(1.0, 0.08)
(0.0, 0.0)
(1.0, 0.16)
(1.0, 0.08)
(1.0, 0.14)
(0.0, 0.0)
(1.0, 0.07)
(1.0, 0.11)
(0.0, 0.0)
(0.0, 0.0)
(0.0, 0.0)
(0.0, 0.0)
(0.0, 0.0)
(0.0, 0.0)
(1.0, 0.09)
(0.0, 0.0)
(0.0, 0.0)
(1.0, 0.11)
(0.0, 0.0)
(0.0, 0.0)
(0.0, 0.0)
(1.0, 0.09)
(0.0, 0.0)
(0.0, 0.16)
(1.0, 0.26)
(1.0, 0.11)
(1.0, 0.11)
(1.0, 0.1)
(1.0, 0.07)
(1.0, 0.12)
(1.0, 0.12)
(1.0, 0.11)
(0.0, 0.0)
(0.0, 0.0)
(1.0, 0.13)
(1.0, 0.1)
(0.0, 0.14)
(0.0, 0.0)
(1.0, 0.1)
(0.0, 0.0)
(1.0, 0.12)
(0.0, 0.0)
(0.0, 0.0)
(0.0, 0.0)
(0.0, 0.0)
(0.0, 0.0)
(1.0, 0.12)
(1.0, 0.1)
(1.0, 0.11)
(1.0, 0.11)
(1.0, 0.1)
(1.0, 0.1)
(1.0, 0.07)
(1.0, 0.05)
(1.0, 0.07)
(0.0, 0.0)
(0.0, 0.0)
(0.0, 0.0)
(1.0, 0.09)
(1.0, 0.08)
(1.0, 0.07)
(1.0, 0.09)
(0.0, 0.0)
(1.0, 0.09)
(1.0, 0.07)
(1.0, 0.1)
(1.0, 0.1)
(0.0, 0.0)
(1.0, 0.07)
(0.0, 0.11)
(0.0, 0.0)
(1.0, 0.1)
(1.0, 0.22)
(0.0, 0.0)
(0.0, 0.0)
(0.0, 0.0)
(1.0, 0.16)
(0.0, 0.0)
(0.0, 0.0)
(1.0, 0.05)
(1.0, 0.1)
(1.0, 0.09)
(1.0, 0.1)
(1.0, 0.1)
(0.0, 0.0)
(1.0, 0.12)
(0.0, 0.0)
(1.0, 0.13)
(1.0, 0.1)
(0.0, 0.0)
(0.0, 0.0)
(1.0, 0.09)
(0.0, 0.0)
(0.0, 0.0)
(0.0, 0.0)
(0.0, 0.0)
(0.0, 0.0)
(1.0, 0.09)
(0.0, 0.0)
(1.0, 0.06)
(1.0, 0.08)
(1.0, 0.05)
(0.0, 0.0)
(0.0, 0.0)
(1.0, 0.08)
(0.0, 0.0)
(0.0, 0.0)
(0.0, 0.0)
(1.0, 0.08)
(0.0, 0.0)
(0.0, 0.0)
(1.0, 0.09)
(0.0, 0.0)
(0.0, 0.0)
(0.0, 0.0)
(1.0, 0.13)
(1.0, 0.08)
(1.0, 0.11)
(0.0, 0.0)
(0.0, 0.0)
(1.0, 0.09)
(0.0, 0.14)
(1.0, 0.12)
(0.0, 0.0)
(0.0, 0.0)
(1.0, 0.08)
(1.0, 0.08)
(0.0, 0.0)
(0.0, 0.0)
(0.0, 0.0)
(0.0, 0.0)
(1.0, 0.13)
(0.0, 0.0)
(1.0, 0.11)
(0.0, 0.0)
(0.0, 0.0)
(0.0, 0.0)
(1.0, 0.1)
(0.0, 0.0)
(0.0, 0.0)
(1.0, 0.07)
(0.0, 0.0)
(1.0, 0.06)
(1.0, 0.07)
(0.0, 0.0)
(0.0, 0.0)
(1.0, 0.1)
(1.0, 0.05)
(1.0, 0.11)
(0.0, 0.0)
(0.0, 0.0)
(1.0, 0.07)
(1.0, 0.06)
(1.0, 0.08)
(0.0, 0.0)
(0.0, 0.0)
(0.0, 0.0)
(0.0, 0.0)
(1.0, 0.08)
(1.0, 7.68)
(1.0, 0.22)
(0.0, 0.0)
(0.0, 0.0)
(1.0, 0.09)
(1.0, 0.1)
(0.0, 0.0)
(1.0, 0.09)
(0.0, 0.0)
(0.0, 0.0)
(0.0, 0.0)
(1.0, 0.1)
(0.0, 0.0)
(0.0, 0.12)
(0.0, 0.14)
(0.0, 0.0)
(0.0, 0.1)
(0.0, 0.2)
(0.0, 0.15)
(0.0, 0.07)
(0.0, 0.0)
(0.0, 0.17)
(0.0, 0.1)
(0.0, 0.13)
(0.0, 0.17)
(0.0, 0.12)
(0.0, 0.0)
(0.0, 0.1)
(1.0, 0.18)
(1.0, 0.1)
(1.0, 0.28)
(1.0, 0.12)
(1.0, 0.2)
(1.0, 0.17)
(1.0, 0.13)
(1.0, 0.18)
(1.0, 0.13)
(1.0, 0.14)
(0.0, 0.0)
(0.0, 0.0)
(0.0, 0.0)
(0.0, 0.09)
(0.0, 0.08)
(1.0, 0.15)
(0.0, 0.0)
(1.0, 0.1)
(1.0, 0.11)
(0.0, 0.0)
(1.0, 0.06)
(0.0, 0.14)
(1.0, 0.05)
(1.0, 0.11)
(1.0, 0.08)
(0.0, 0.0)
(1.0, 0.1)
(0.0, 0.0)
(1.0, 0.19)
(1.0, 0.11)
(1.0, 0.27)
(1.0, 0.08)
(0.0, 0.15)
(1.0, 0.2)
(1.0, 0.09)
(1.0, 0.11)
(0.0, 0.0)
(1.0, 0.19)
(1.0, 0.1)
(1.0, 0.11)
(0.0, 0.0)
(0.0, 0.06)
(0.0, 0.0)
(0.0, 0.15)
(0.0, 0.0)
(1.0, 0.13)
(0.0, 0.0)
(0.0, 0.17)
(0.0, 0.15)
(0.0, 0.15)
(0.0, 0.1)
(1.0, 0.11)
(0.0, 0.0)
(0.0, 0.0)
(1.0, 0.08)
(1.0, 0.12)
(0.0, 0.0)
(0.0, 0.0)
(1.0, 0.08)
(0.0, 0.0)
(0.0, 0.0)
(0.0, 0.0)
(1.0, 0.06)
(0.0, 0.06)
(0.0, 0.06)
(0.0, 0.0)
(0.0, 0.0)
(1.0, 0.1)
(1.0, 0.19)
(1.0, 0.05)
(0.0, 0.0)
(1.0, 0.1)
(0.0, 0.0)
(0.0, 0.0)
(0.0, 0.0)
(0.0, 0.0)
(1.0, 0.09)
(1.0, 0.1)
(1.0, 0.09)
(1.0, 0.09)
(0.0, 0.0)
(0.0, 0.0)
(0.0, 0.0)
(0.0, 0.0)
(1.0, 0.11)
(0.0, 0.0)
(1.0, 0.31)
(0.0, 0.0)
(1.0, 0.33)
(0.0, 0.0)
(0.0, 0.0)
(0.0, 0.06)
(1.0, 0.1)
(0.0, 0.0)
(1.0, 0.09)
(1.0, 0.11)
(1.0, 0.06)
(1.0, 0.1)
(1.0, 0.1)
(1.0, 0.07)
(1.0, 0.08)
(0.0, 0.0)
(1.0, 0.31)
(0.0, 0.0)
(0.0, 0.0)
(0.0, 0.0)
(1.0, 0.04)
(0.0, 0.0)
(0.0, 0.0)
(0.0, 0.0)
(1.0, 0.08)
(0.0, 0.0)
(0.0, 0.0)
(1.0, 0.06)
(0.0, 0.0)
(1.0, 0.12)
(0.0, 0.33)
(1.0, 0.07)
(0.0, 0.0)
(0.0, 0.0)
(0.0, 0.0)
(0.0, 0.0)
(1.0, 0.13)
(0.0, 0.0)
(0.0, 0.07)
(0.0, 0.0)
(1.0, 0.07)
(1.0, 0.11)
(1.0, 0.13)
(1.0, 0.06)
(0.0, 0.0)
(1.0, 0.05)
(1.0, 0.08)
(1.0, 0.09)
(1.0, 0.06)
(0.0, 0.0)
(0.0, 0.0)
(1.0, 0.05)
(0.0, 0.0)
(0.0, 0.0)
(1.0, 0.11)
(0.0, 0.0)
(0.0, 0.0)
(1.0, 0.1)
(1.0, 0.09)
(0.0, 0.0)
(0.0, 0.0)
(0.0, 0.0)
(1.0, 0.1)
(1.0, 0.05)
(1.0, 0.07)
(1.0, 0.06)
(0.0, 0.0)
(1.0, 0.09)
(1.0, 0.11)
(0.0, 0.0)
(0.0, 0.07)
(0.0, 0.0)
(1.0, 0.07)
(1.0, 0.12)
(0.0, 0.0)
(0.0, 0.0)
(1.0, 0.07)
(0.0, 0.0)
(1.0, 0.05)
(1.0, 0.07)
(1.0, 0.11)
(0.0, 0.0)
(0.0, 0.0)
(0.0, 0.0)
(1.0, 0.08)
(0.0, 0.0)
(0.0, 0.0)
(1.0, 0.06)
(1.0, 0.15)
(1.0, 0.05)
(0.0, 0.0)
(1.0, 0.12)
(1.0, 0.1)
(0.0, 0.06)
(1.0, 0.07)
(0.0, 0.0)
(0.0, 0.0)
(1.0, 0.1)
(1.0, 0.08)
(1.0, 0.08)
(1.0, 0.1)
(0.0, 0.0)
(1.0, 0.1)
(1.0, 0.12)
(0.0, 0.0)
(1.0, 0.08)
(1.0, 0.06)
(1.0, 0.12)
(0.0, 0.0)
(0.0, 0.0)
(1.0, 0.12)
(1.0, 0.07)
(1.0, 0.05)
(0.0, 0.0)
(1.0, 0.11)
(0.0, 0.0)
(0.0, 0.0)
(1.0, 0.09)
(0.0, 0.0)
(1.0, 0.06)
(1.0, 0.1)
(0.0, 0.0)
(0.0, 0.0)
(1.0, 0.11)
(0.0, 0.0)
(0.0, 0.0)
(0.0, 0.0)
(0.0, 0.0)
(1.0, 0.1)
(0.0, 0.0)
(0.0, 0.0)
(0.0, 0.0)
(1.0, 0.12)
(1.0, 0.1)
(1.0, 0.07)
(1.0, 0.11)
(1.0, 0.05)
(1.0, 0.11)
(1.0, 0.09)
(0.0, 0.0)
(0.0, 0.0)
(1.0, 0.05)
(1.0, 0.09)
(0.0, 0.0)
(0.0, 0.0)
(1.0, 0.14)
(1.0, 0.08)
(1.0, 0.29)
(0.0, 0.0)
(0.0, 0.0)
(1.0, 0.32)
(1.0, 0.09)
(0.0, 0.0)
(0.0, 0.0)
(0.0, 0.0)
(0.0, 0.0)
(0.0, 0.0)
(0.0, 0.0)
(1.0, 0.11)
(0.0, 0.0)
(0.0, 0.0)
(0.0, 0.31)
(1.0, 0.12)
(0.0, 0.0)
(0.0, 0.0)
(0.0, 0.0)
(0.0, 0.0)
(0.0, 0.0)
(0.0, 0.0)
(1.0, 0.09)
(1.0, 0.1)
(1.0, 0.12)
(0.0, 0.0)
(1.0, 0.12)
(0.0, 0.0)
(0.0, 0.0)
(0.0, 0.0)
(1.0, 0.11)
(0.0, 0.0)
(1.0, 0.16)
(0.0, 0.0)
(0.0, 0.31)
(0.0, 0.0)
(0.0, 0.0)
(1.0, 0.07)
(1.0, 0.06)
(0.0, 0.0)
(1.0, 0.12)
(1.0, 0.04)
(0.0, 0.0)
(0.0, 0.0)
(0.0, 0.0)
(1.0, 0.1)
(0.0, 0.0)
(1.0, 0.14)
(1.0, 0.05)
(1.0, 0.06)
(1.0, 0.1)
(0.0, 0.0)
(0.0, 0.0)
(0.0, 0.0)
(1.0, 0.06)
(0.0, 0.07)
(1.0, 0.11)
(0.0, 0.0)
(1.0, 0.45)
(0.0, 0.0)
(1.0, 0.08)
(0.0, 0.0)
(0.0, 0.0)
(1.0, 0.09)
(1.0, 0.1)
(0.0, 0.0)
(0.0, 0.06)
(0.0, 0.0)
(0.0, 0.0)
(1.0, 0.09)
(0.0, 0.0)
(1.0, 0.12)
(0.0, 0.0)
(0.0, 0.0)
(0.0, 0.0)
(1.0, 0.12)
(0.0, 0.0)
(1.0, 0.08)
(1.0, 0.1)
(1.0, 0.13)
(1.0, 0.07)
(1.0, 0.15)
(0.0, 0.0)
(1.0, 0.08)
(1.0, 0.05)
(0.0, 0.0)
(0.0, 0.0)
(1.0, 0.09)
(1.0, 0.04)
(1.0, 0.05)
(1.0, 0.1)
(1.0, 0.16)
(0.0, 0.06)
(0.0, 0.0)
(1.0, 0.07)
(0.0, 0.0)
(1.0, 0.05)
(1.0, 0.06)
(0.0, 0.0)
(0.0, 0.0)
(0.0, 0.0)
(1.0, 0.12)
(0.0, 0.32)
[[  22.75297486  113.97707936]
 [  23.13793624  113.26270885]
 [ 113.131483     23.031824  ]]
